epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,64.4888,0.40263,0.37246,0.90627,0.96795,0.99143,0.99467,0.92742,0.39119,0.28109,0.84179,0.00110362,0.00110362,0.00110362
25,67.0201,0.37069,0.33935,0.87925,0.96317,0.95746,0.99145,0.93316,0.38542,0.34286,0.83911,0.00108947,0.00108947,0.00108947
26,69.5999,0.35823,0.31031,0.88078,0.98382,0.94374,0.99169,0.92231,0.40225,0.33016,0.84936,0.00107532,0.00107532,0.00107532
27,72.093,0.35018,0.30957,0.87078,0.96262,0.9771,0.98623,0.91936,0.38937,0.30937,0.84338,0.00106118,0.00106118,0.00106118
28,74.608,0.33315,0.30809,0.861,0.96425,0.97101,0.98548,0.90295,0.40747,0.32376,0.85233,0.00104703,0.00104703,0.00104703
29,77.2221,0.35826,0.31257,0.86629,0.98484,1,0.98876,0.91379,0.4024,0.3384,0.85446,0.00103288,0.00103288,0.00103288
30,79.776,0.38052,0.44401,0.87818,0.98406,0.99007,0.99209,0.91569,0.41283,0.33211,0.86457,0.00101873,0.00101873,0.00101873
31,82.2892,0.35825,0.31093,0.87546,0.98744,1,0.99278,0.91464,0.40654,0.31082,0.85746,0.00100459,0.00100459,0.00100459
32,84.8479,0.3901,0.33459,0.87183,0.98416,0.9839,0.99418,0.94312,0.35802,0.26885,0.84115,0.00099044,0.00099044,0.00099044
33,87.372,0.36667,0.30819,0.85671,0.98467,0.99123,0.99423,0.93954,0.37414,0.29694,0.84402,0.000976293,0.000976293,0.000976293
34,89.8991,0.33716,0.29592,0.866,0.99271,0.99052,0.99467,0.94813,0.36081,0.24817,0.83571,0.000962146,0.000962146,0.000962146
35,92.4706,0.36957,0.34695,0.88876,0.98443,0.99485,0.99457,0.93029,0.37395,0.25598,0.83761,0.000947999,0.000947999,0.000947999
36,95.0092,0.39494,0.33052,0.86489,0.965,0.98246,0.99018,0.92353,0.41208,0.35271,0.85952,0.000933851,0.000933851,0.000933851
37,97.4974,0.35017,0.32153,0.86782,0.96993,0.99123,0.99467,0.92989,0.4049,0.30062,0.85985,0.000919704,0.000919704,0.000919704
38,100.025,0.36405,0.32115,0.87463,0.95657,0.97726,0.9941,0.92883,0.39751,0.30007,0.84555,0.000905557,0.000905557,0.000905557
39,102.556,0.33544,0.29318,0.86265,0.96299,0.9762,0.99079,0.93939,0.36903,0.2916,0.83444,0.00089141,0.00089141,0.00089141
40,105.158,0.3511,0.31392,0.85677,0.96227,0.99123,0.98931,0.93963,0.35831,0.2971,0.83252,0.000877263,0.000877263,0.000877263
41,107.676,0.33786,0.29316,0.86855,0.95631,0.99093,0.98652,0.93696,0.3462,0.29993,0.83497,0.000863116,0.000863116,0.000863116
42,110.379,0.36564,0.31821,0.86941,0.96319,0.95614,0.9872,0.93431,0.35698,0.3251,0.83198,0.000848969,0.000848969,0.000848969
43,112.962,0.35609,0.31057,0.86571,0.96666,0.99123,0.99148,0.93636,0.3653,0.28458,0.83422,0.000834822,0.000834822,0.000834822
44,115.51,0.3316,0.29451,0.861,0.97288,0.98253,0.99326,0.94251,0.36686,0.28591,0.84023,0.000820675,0.000820675,0.000820675
45,117.978,0.33213,0.2875,0.85388,0.97766,0.9825,0.99326,0.93236,0.39983,0.29998,0.85487,0.000806528,0.000806528,0.000806528
46,120.47,0.39752,0.32322,0.89306,0.98167,1,0.99167,0.93518,0.38721,0.2809,0.84587,0.00079238,0.00079238,0.00079238
47,122.984,0.31899,0.28218,0.84903,0.98155,1,0.99098,0.93248,0.4017,0.28797,0.84896,0.000778233,0.000778233,0.000778233
48,125.496,0.36327,0.30283,0.86837,0.98061,1,0.99239,0.93509,0.38876,0.28635,0.84956,0.000764086,0.000764086,0.000764086
49,128.01,0.3478,0.29978,0.87085,0.98059,1,0.99327,0.9371,0.36386,0.27434,0.83944,0.000749939,0.000749939,0.000749939
50,130.552,0.32577,0.2775,0.85698,0.97282,1,0.9937,0.93083,0.37158,0.27576,0.83916,0.000735792,0.000735792,0.000735792
51,133.115,0.32495,0.28489,0.85428,0.97126,1,0.99381,0.93101,0.37207,0.3086,0.84328,0.000721645,0.000721645,0.000721645
52,135.62,0.33307,0.27828,0.86567,0.95769,1,0.98537,0.92921,0.3799,0.34227,0.84926,0.000707498,0.000707498,0.000707498
53,138.121,0.35032,0.28875,0.85646,0.96322,1,0.9814,0.92405,0.38085,0.33137,0.8501,0.000693351,0.000693351,0.000693351
54,140.662,0.31435,0.30964,0.85247,0.96752,1,0.98274,0.92009,0.38864,0.30878,0.8434,0.000679204,0.000679204,0.000679204
55,143.275,0.33842,0.29468,0.87911,0.97042,1,0.99092,0.94595,0.35694,0.26942,0.83307,0.000665057,0.000665057,0.000665057
56,145.83,0.33815,0.30056,0.87524,0.98854,1,0.995,0.93749,0.37496,0.25775,0.83507,0.000650909,0.000650909,0.000650909
57,148.356,0.34395,0.28029,0.87426,0.98882,1,0.995,0.94558,0.34057,0.24606,0.82691,0.000636762,0.000636762,0.000636762
58,150.903,0.34658,0.28657,0.85302,0.98729,1,0.995,0.94859,0.35146,0.24608,0.8329,0.000622615,0.000622615,0.000622615
59,153.47,0.3165,0.26736,0.85501,0.98884,1,0.995,0.94443,0.35921,0.24413,0.83418,0.000608468,0.000608468,0.000608468
60,155.999,0.33152,0.28497,0.85014,0.95782,0.99932,0.99263,0.94296,0.33823,0.24801,0.82783,0.000594321,0.000594321,0.000594321
61,158.558,0.33115,0.29601,0.86203,0.97152,0.98551,0.9922,0.94671,0.348,0.25094,0.8288,0.000580174,0.000580174,0.000580174
62,161.198,0.29504,0.25637,0.85811,0.98284,0.99123,0.99423,0.9461,0.35749,0.24901,0.83253,0.000566027,0.000566027,0.000566027
63,163.726,0.30927,0.25509,0.84727,0.98449,0.99924,0.99457,0.95749,0.32554,0.22575,0.82308,0.00055188,0.00055188,0.00055188
64,166.349,0.32198,0.26774,0.84802,0.98955,1,0.995,0.95823,0.35079,0.22853,0.83261,0.000537733,0.000537733,0.000537733
65,168.864,0.31085,0.25734,0.8679,0.99168,1,0.995,0.95532,0.34944,0.22802,0.8323,0.000523586,0.000523586,0.000523586
66,171.475,0.31436,0.26062,0.84427,0.99346,1,0.995,0.94628,0.3476,0.22831,0.83122,0.000509438,0.000509438,0.000509438
67,174.055,0.31454,0.25792,0.85682,0.99341,1,0.995,0.94677,0.35088,0.22929,0.83045,0.000495291,0.000495291,0.000495291
68,176.773,0.30152,0.26049,0.86483,0.99202,1,0.995,0.95443,0.33885,0.22499,0.82451,0.000481144,0.000481144,0.000481144
69,179.286,0.31904,0.27486,0.85361,0.98892,1,0.995,0.95278,0.32989,0.22035,0.82188,0.000466997,0.000466997,0.000466997
70,181.916,0.30103,0.24917,0.84744,0.98,1,0.995,0.94715,0.33239,0.22045,0.82096,0.00045285,0.00045285,0.00045285
71,184.462,0.32214,0.26755,0.85774,0.9831,1,0.99483,0.94916,0.32877,0.21816,0.82097,0.000438703,0.000438703,0.000438703
72,187.027,0.30668,0.27399,0.84692,0.98357,0.99613,0.99483,0.94751,0.33209,0.22274,0.82195,0.000424556,0.000424556,0.000424556
73,189.564,0.31558,0.25805,0.84179,0.98499,1,0.99483,0.95541,0.33258,0.21858,0.823,0.000410409,0.000410409,0.000410409
74,192.151,0.2855,0.25686,0.84905,0.98803,1,0.995,0.9556,0.33321,0.21281,0.82466,0.000396262,0.000396262,0.000396262
75,194.763,0.3194,0.28392,0.85667,0.99211,1,0.995,0.9452,0.34061,0.21907,0.82763,0.000382115,0.000382115,0.000382115
76,197.316,0.30503,0.25701,0.85515,0.99437,1,0.995,0.94913,0.34543,0.21793,0.8298,0.000367967,0.000367967,0.000367967
77,199.819,0.28876,0.2412,0.84103,0.99022,1,0.995,0.94665,0.34108,0.21665,0.82969,0.00035382,0.00035382,0.00035382
78,202.411,0.31007,0.24051,0.86651,0.98972,1,0.995,0.95057,0.33258,0.21751,0.82542,0.000339673,0.000339673,0.000339673
79,204.983,0.29392,0.25028,0.85828,0.98952,1,0.995,0.95352,0.34284,0.22113,0.82544,0.000325526,0.000325526,0.000325526
80,207.576,0.30185,0.24995,0.85606,0.98945,1,0.995,0.95634,0.32902,0.21348,0.81982,0.000311379,0.000311379,0.000311379
81,210.122,0.30455,0.25505,0.84193,0.98979,1,0.995,0.95372,0.32528,0.20801,0.8187,0.000297232,0.000297232,0.000297232
82,212.779,0.30769,0.25288,0.85751,0.98983,1,0.995,0.9525,0.33219,0.20553,0.82369,0.000283085,0.000283085,0.000283085
83,215.299,0.28866,0.23946,0.85529,0.99403,1,0.995,0.95244,0.33916,0.20583,0.82441,0.000268938,0.000268938,0.000268938
84,217.844,0.28318,0.28832,0.85989,0.99606,0.99803,0.995,0.94908,0.33625,0.21304,0.82359,0.000254791,0.000254791,0.000254791
85,220.36,0.29116,0.23823,0.84156,0.99619,0.99123,0.99483,0.95583,0.32624,0.20474,0.82323,0.000240644,0.000240644,0.000240644
86,223.133,0.28919,0.23957,0.85637,0.99708,0.99775,0.995,0.9496,0.32559,0.19883,0.82372,0.000226497,0.000226497,0.000226497
87,225.74,0.28829,0.23663,0.85234,0.99787,0.99855,0.995,0.94716,0.33393,0.20069,0.82632,0.000212349,0.000212349,0.000212349
88,228.307,0.29053,0.2385,0.86515,0.99805,0.99807,0.995,0.95081,0.32382,0.19628,0.81953,0.000198202,0.000198202,0.000198202
89,230.93,0.28174,0.23005,0.84651,0.99859,0.99572,0.995,0.95435,0.3235,0.19851,0.81881,0.000184055,0.000184055,0.000184055
90,233.511,0.27684,0.22931,0.85697,0.98781,1,0.99483,0.95938,0.32307,0.19524,0.81967,0.000169908,0.000169908,0.000169908
91,251.953,0.2191,0.19273,0.8165,0.9897,1,0.995,0.95467,0.32727,0.19859,0.82024,0.000155761,0.000155761,0.000155761
92,254.533,0.20771,0.19329,0.79022,0.98976,1,0.995,0.95319,0.32452,0.19479,0.81924,0.000141614,0.000141614,0.000141614
93,257.082,0.21392,0.18722,0.79775,0.98977,1,0.995,0.96004,0.3181,0.19244,0.81765,0.000127467,0.000127467,0.000127467
94,259.633,0.20978,0.17941,0.79674,0.99372,1,0.995,0.96205,0.31781,0.19427,0.81859,0.00011332,0.00011332,0.00011332
95,262.245,0.21732,0.21023,0.80227,0.99487,1,0.995,0.96455,0.31695,0.19264,0.82008,9.91726e-05,9.91726e-05,9.91726e-05
96,264.777,0.22209,0.1916,0.80885,0.99454,1,0.995,0.96024,0.31744,0.19382,0.82091,8.50255e-05,8.50255e-05,8.50255e-05
97,267.35,0.21691,0.19174,0.79571,0.99403,1,0.995,0.96054,0.31744,0.19277,0.82092,7.08784e-05,7.08784e-05,7.08784e-05
98,269.999,0.19888,0.17225,0.78012,0.99395,1,0.995,0.96272,0.31449,0.19044,0.81957,5.67313e-05,5.67313e-05,5.67313e-05
99,272.486,0.22958,0.18703,0.821,0.99352,1,0.995,0.96139,0.31421,0.19057,0.81904,4.25842e-05,4.25842e-05,4.25842e-05
100,275.123,0.21461,0.18332,0.78561,0.99357,1,0.995,0.95949,0.3133,0.18965,0.81842,2.84371e-05,2.84371e-05,2.84371e-05
