epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,97.1713,0.38473,0.36571,0.87636,0.95077,0.98392,0.99329,0.9215,0.38239,0.38021,0.84171,0.000919704,0.000919704,0.000919704
38,99.7988,0.39224,0.37442,0.88034,0.97418,0.99858,0.9937,0.92351,0.38703,0.31458,0.84136,0.000905557,0.000905557,0.000905557
39,102.308,0.37797,0.3659,0.87396,0.9953,0.99947,0.995,0.92976,0.38126,0.27442,0.85171,0.00089141,0.00089141,0.00089141
40,104.946,0.38662,0.36619,0.87073,0.9871,0.99024,0.99278,0.92122,0.38386,0.29311,0.84551,0.000877263,0.000877263,0.000877263
41,107.475,0.3625,0.33729,0.87829,0.95233,0.98551,0.98413,0.91131,0.37194,0.32551,0.84358,0.000863116,0.000863116,0.000863116
42,110.048,0.40343,0.37088,0.88205,0.93229,0.99304,0.9916,0.93069,0.37647,0.33196,0.8386,0.000848969,0.000848969,0.000848969
43,112.544,0.39007,0.35932,0.87623,0.96077,1,0.99197,0.92625,0.38601,0.3206,0.8391,0.000834822,0.000834822,0.000834822
44,115.045,0.36361,0.34103,0.86942,0.95942,1,0.98303,0.9255,0.35801,0.31114,0.83224,0.000820675,0.000820675,0.000820675
45,117.528,0.35626,0.32397,0.86026,0.95981,1,0.98469,0.91947,0.38445,0.3092,0.83542,0.000806528,0.000806528,0.000806528
46,120.042,0.41137,0.37734,0.89423,0.97992,0.9999,0.99321,0.92607,0.37703,0.27874,0.83885,0.00079238,0.00079238,0.00079238
47,122.673,0.35488,0.34577,0.85794,0.97579,1,0.99346,0.93948,0.36921,0.27944,0.83503,0.000778233,0.000778233,0.000778233
48,125.188,0.39404,0.36298,0.87759,0.97196,0.99833,0.99415,0.93921,0.3639,0.27832,0.83362,0.000764086,0.000764086,0.000764086
49,127.656,0.36884,0.3339,0.8751,0.97539,0.98872,0.99335,0.94268,0.35056,0.27963,0.82851,0.000749939,0.000749939,0.000749939
50,130.273,0.34868,0.31512,0.86535,0.97935,0.99457,0.99261,0.93728,0.36511,0.28186,0.83691,0.000735792,0.000735792,0.000735792
51,132.765,0.35307,0.33595,0.86208,0.98016,1,0.99303,0.94091,0.35515,0.26731,0.83238,0.000721645,0.000721645,0.000721645
52,135.334,0.34242,0.31458,0.86781,0.98106,0.99863,0.99415,0.94497,0.3601,0.25952,0.83528,0.000707498,0.000707498,0.000707498
53,137.808,0.36692,0.31814,0.8589,0.9814,1,0.9944,0.93648,0.37631,0.26287,0.84254,0.000693351,0.000693351,0.000693351
54,140.426,0.32618,0.34146,0.85365,0.97666,1,0.993,0.94894,0.34304,0.26216,0.82968,0.000679204,0.000679204,0.000679204
55,142.957,0.35101,0.31933,0.87763,0.98606,0.99825,0.99372,0.94164,0.34176,0.26807,0.82838,0.000665057,0.000665057,0.000665057
56,145.543,0.35991,0.33757,0.88136,0.98578,0.99123,0.99483,0.93147,0.38979,0.27799,0.83712,0.000650909,0.000650909,0.000650909
57,148.166,0.37026,0.31506,0.87851,0.98007,0.98246,0.99457,0.95149,0.34403,0.27272,0.82916,0.000636762,0.000636762,0.000636762
58,150.725,0.38393,0.32585,0.86408,0.95574,1,0.99166,0.94215,0.36994,0.30244,0.83831,0.000622615,0.000622615,0.000622615
59,153.277,0.35012,0.31114,0.86304,0.96795,1,0.99261,0.94175,0.37019,0.28734,0.83913,0.000608468,0.000608468,0.000608468
60,155.907,0.37643,0.32062,0.8603,0.98744,1,0.995,0.95385,0.34148,0.25471,0.82929,0.000594321,0.000594321,0.000594321
61,158.434,0.36441,0.35189,0.868,0.99268,0.99677,0.995,0.94095,0.35088,0.25088,0.8313,0.000580174,0.000580174,0.000580174
62,161.02,0.32676,0.30441,0.8689,0.99732,0.99823,0.995,0.9407,0.36185,0.24497,0.84209,0.000566027,0.000566027,0.000566027
63,163.653,0.34026,0.2938,0.85528,0.98949,0.99973,0.995,0.9448,0.34218,0.25427,0.83632,0.00055188,0.00055188,0.00055188
64,166.194,0.35218,0.30239,0.86033,0.98854,1,0.995,0.9283,0.37629,0.27359,0.85251,0.000537733,0.000537733,0.000537733
65,168.753,0.35425,0.36558,0.88632,0.98986,1,0.995,0.9302,0.36773,0.28361,0.84063,0.000523586,0.000523586,0.000523586
66,171.333,0.33069,0.30003,0.85219,0.97898,1,0.995,0.94548,0.34796,0.25979,0.83323,0.000509438,0.000509438,0.000509438
67,173.992,0.33664,0.29219,0.86546,0.99118,1,0.995,0.95265,0.35375,0.25837,0.83485,0.000495291,0.000495291,0.000495291
68,176.52,0.32457,0.29733,0.87064,0.99323,1,0.995,0.95273,0.34839,0.24502,0.83375,0.000481144,0.000481144,0.000481144
69,179.03,0.34175,0.30637,0.86073,0.97805,1,0.99444,0.95008,0.34687,0.23724,0.83716,0.000466997,0.000466997,0.000466997
70,181.607,0.32991,0.2869,0.85794,0.98226,0.98551,0.99444,0.94569,0.33686,0.25569,0.82945,0.00045285,0.00045285,0.00045285
71,184.129,0.34835,0.31325,0.86351,0.97835,0.98999,0.9943,0.94609,0.33741,0.27133,0.82949,0.000438703,0.000438703,0.000438703
72,186.706,0.32671,0.31185,0.84961,0.9668,1,0.99374,0.94772,0.33042,0.25827,0.82632,0.000424556,0.000424556,0.000424556
73,189.24,0.3463,0.29694,0.84989,0.96558,1,0.99401,0.9534,0.32676,0.25562,0.82375,0.000410409,0.000410409,0.000410409
74,191.773,0.31745,0.29955,0.85973,0.97877,1,0.99444,0.9505,0.33276,0.24159,0.82316,0.000396262,0.000396262,0.000396262
75,194.285,0.34858,0.31395,0.86284,0.98414,1,0.995,0.94986,0.34114,0.23128,0.82732,0.000382115,0.000382115,0.000382115
76,196.812,0.32878,0.28856,0.8632,0.98389,1,0.995,0.94936,0.33907,0.22585,0.82586,0.000367967,0.000367967,0.000367967
77,199.314,0.31356,0.27271,0.84806,0.9843,1,0.995,0.95604,0.33197,0.2165,0.8216,0.00035382,0.00035382,0.00035382
78,201.804,0.33626,0.27856,0.8764,0.98908,1,0.995,0.95433,0.32032,0.22373,0.81776,0.000339673,0.000339673,0.000339673
79,204.324,0.30389,0.2692,0.85958,0.98546,1,0.99483,0.95274,0.32577,0.23316,0.81984,0.000325526,0.000325526,0.000325526
80,207.028,0.31781,0.28709,0.86089,0.98039,1,0.99483,0.95374,0.31748,0.24201,0.81925,0.000311379,0.000311379,0.000311379
81,209.541,0.32701,0.28917,0.84923,0.98084,1,0.99483,0.95443,0.32621,0.24715,0.82143,0.000297232,0.000297232,0.000297232
82,212.096,0.3107,0.28976,0.86153,0.98237,1,0.995,0.9479,0.33941,0.24508,0.82527,0.000283085,0.000283085,0.000283085
83,214.685,0.30898,0.27468,0.86204,0.98239,1,0.995,0.95011,0.3351,0.24209,0.82338,0.000268938,0.000268938,0.000268938
84,217.238,0.3016,0.32256,0.86865,0.97868,1,0.99467,0.94965,0.32985,0.23032,0.82274,0.000254791,0.000254791,0.000254791
85,219.923,0.31113,0.26937,0.84813,0.98835,1,0.99483,0.95217,0.32836,0.23457,0.82175,0.000240644,0.000240644,0.000240644
86,222.735,0.30601,0.26595,0.86124,0.98795,1,0.99483,0.94594,0.33086,0.22445,0.82173,0.000226497,0.000226497,0.000226497
87,225.424,0.30801,0.26249,0.85582,0.98832,1,0.99483,0.93974,0.33548,0.2222,0.82393,0.000212349,0.000212349,0.000212349
88,228.239,0.30982,0.26267,0.86792,0.9859,1,0.99457,0.95466,0.32369,0.22177,0.81966,0.000198202,0.000198202,0.000198202
89,231.038,0.30254,0.25718,0.84845,0.98609,1,0.99457,0.95475,0.32795,0.22383,0.8198,0.000184055,0.000184055,0.000184055
90,233.792,0.29138,0.25108,0.86105,0.98657,1,0.99483,0.95323,0.33157,0.22549,0.82236,0.000169908,0.000169908,0.000169908
91,252.775,0.23808,0.22539,0.81906,0.98394,1,0.995,0.94937,0.33589,0.22674,0.82509,0.000155761,0.000155761,0.000155761
92,255.451,0.23257,0.23248,0.79607,0.98689,1,0.995,0.95458,0.32568,0.21881,0.82232,0.000141614,0.000141614,0.000141614
93,258.119,0.2411,0.21844,0.81063,0.99019,1,0.995,0.95673,0.31718,0.21436,0.81972,0.000127467,0.000127467,0.000127467
94,260.892,0.2314,0.21008,0.80654,0.99437,1,0.995,0.95951,0.31682,0.19883,0.82029,0.00011332,0.00011332,0.00011332
95,263.468,0.23086,0.24292,0.80687,0.99549,1,0.995,0.95978,0.31582,0.19796,0.81934,9.91726e-05,9.91726e-05,9.91726e-05
96,266.165,0.23973,0.2253,0.8138,0.99505,1,0.995,0.95761,0.31925,0.19937,0.81865,8.50255e-05,8.50255e-05,8.50255e-05
97,268.859,0.24695,0.22182,0.80315,0.99403,1,0.995,0.9556,0.32184,0.20014,0.81899,7.08784e-05,7.08784e-05,7.08784e-05
98,271.601,0.21791,0.19874,0.78638,0.99385,1,0.995,0.95332,0.32049,0.20305,0.81897,5.67313e-05,5.67313e-05,5.67313e-05
99,274.362,0.21579,0.20554,0.79615,0.99291,1,0.995,0.95138,0.32152,0.20483,0.8191,4.25842e-05,4.25842e-05,4.25842e-05
100,277.17,0.2244,0.21589,0.78944,0.99327,1,0.995,0.95243,0.32218,0.20565,0.81904,2.84371e-05,2.84371e-05,2.84371e-05
